sale_id,product_id,date,units_sold,selling_price
S00703,P0053,2024-04-11,10,5630
S00704,P0092,2024-04-22,7,4573
S00705,P0001,2024-01-14,8,705
S00706,P0032,2024-01-14,17,1666
S00707,P0015,2024-01-04,12,1277
S00708,P0058,2024-02-12,7,640
S00709,P0047,2024-03-26,8,5565
S00710,P0073,2024-04-08,19,220
S00711,P0092,2024-03-30,3,6959
S00712,P0084,2024-01-04,11,4480
S00713,P0038,2024-02-10,3,6926
S00714,P0073,2024-04-08,4,2594
S00715,P0026,2024-03-17,10,5310
S00716,P0046,2024-02-05,12,464
S00717,P0075,2024-04-26,18,2967
S00718,P0033,2024-05-24,9,6963
S00719,P0051,2024-05-23,7,1019
S00720,P0053,2024-05-19,1,1674
S00721,P0098,2024-01-13,19,4412
S00722,P0031,2024-03-21,14,1281
S00723,P0095,2024-01-05,12,4235
S00724,P0100,2024-05-12,8,437
S00725,P0043,2024-03-30,12,2472
S00726,P0070,2024-05-09,2,4471
S00727,P0043,2024-01-07,16,6068
S00728,P0013,2024-02-06,4,4803
S00729,P0046,2024-03-07,6,2916
S00730,P0021,2024-03-21,9,2683
S00731,P0023,2024-02-06,4,1369
S00732,P0059,2024-06-15,19,2453
S00733,P0058,2024-06-01,8,2972
S00734,P0094,2024-03-20,5,6750
S00735,P0080,2024-04-08,6,4547
S00736,P0039,2024-03-27,9,3973
S00737,P0024,2024-04-12,11,6852
S00738,P0085,2024-01-03,1,5983
S00739,P0045,2024-01-29,12,1148
S00740,P0007,2024-04-13,16,3218
S00741,P0089,2024-05-08,8,603
S00742,P0058,2024-06-08,5,1269
S00743,P0071,2024-04-03,9,3515
S00744,P0096,2024-04-29,19,4129
S00745,P0061,2024-06-26,18,680
S00746,P0095,2024-03-27,6,3424
S00747,P0046,2024-04-20,2,6890
S00748,P0051,2024-05-11,5,6295
S00749,P0075,2024-06-07,11,661
S00750,P0092,2024-05-22,19,2521
S00751,P0050,2024-05-01,1,5062
S00752,P0090,2024-02-23,7,2499
S00753,P0063,2024-05-02,10,3577
S00754,P0072,2024-02-10,16,4738
S00755,P0049,2024-01-03,18,4649
S00756,P0033,2024-01-09,13,2433
S00757,P0016,2024-06-12,12,884
S00758,P0050,2024-02-23,9,2087
S00759,P0078,2024-05-26,1,6490
S00760,P0029,2024-01-12,3,4514
S00761,P0002,2024-01-09,15,6860
S00762,P0078,2024-03-23,12,3346
S00763,P0080,2024-05-08,6,4321
S00764,P0001,2024-03-19,17,6843
S00765,P0072,2024-02-25,16,4856
S00766,P0036,2024-02-03,7,5975
S00767,P0052,2024-05-04,6,5858
S00768,P0083,2024-04-30,19,5610
S00769,P0072,2024-04-17,11,5146
S00770,P0075,2024-01-27,13,1710
S00771,P0004,2024-04-28,6,6011
S00772,P0076,2024-03-30,14,4816
S00773,P0074,2024-02-18,11,151
S00774,P0087,2024-04-14,2,6327
S00775,P0099,2024-01-06,11,1098
S00776,P0056,2024-01-29,19,1865
S00777,P0065,2024-05-10,14,3180
S00778,P0080,2024-01-05,5,1117
S00779,P0020,2024-02-12,18,3712
S00780,P0009,2024-02-13,11,6396
S00781,P0039,2024-06-25,6,795
S00782,P0044,2024-04-03,11,972
S00783,P0020,2024-02-16,12,6525
S00784,P0037,2024-01-22,5,4443
S00785,P0011,2024-02-22,4,5000
S00786,P0019,2024-04-16,10,4718
S00787,P0084,2024-03-29,8,4772
S00788,P0092,2024-04-10,14,6006
S00789,P0036,2024-02-07,4,3929
S00790,P0086,2024-05-12,17,4695
S00791,P0003,2024-01-08,2,5436
S00792,P0068,2024-06-13,7,1498
S00793,P0035,2024-03-16,17,6538
S00794,P0083,2024-03-03,3,4736
S00795,P0049,2024-05-02,14,1929
S00796,P0015,2024-04-05,1,403
S00797,P0083,2024-03-20,14,4989
S00798,P0018,2024-01-04,18,5073
S00799,P0050,2024-04-03,6,4384
S00800,P0023,2024-01-20,16,569
S00801,P0048,2024-03-20,9,1892
S00802,P0077,2024-06-09,14,2701
S00803,P0056,2024-05-16,13,5593
S00804,P0011,2024-04-15,3,529
S00805,P0010,2024-03-23,14,4290
S00806,P0046,2024-03-02,18,6416
S00807,P0025,2024-02-13,8,1356
S00808,P0022,2024-05-10,17,1369
S00809,P0073,2024-03-07,4,1039
S00810,P0049,2024-04-02,9,6936
S00811,P0049,2024-01-18,15,1968
S00812,P0035,2024-03-04,16,3565
S00813,P0073,2024-06-21,17,2068
S00814,P0082,2024-02-27,2,2078
S00815,P0086,2024-05-30,1,1121
S00816,P0059,2024-02-01,17,4447
S00817,P0002,2024-05-13,1,4527
S00818,P0014,2024-01-05,19,3498
S00819,P0038,2024-03-24,12,3964
S00820,P0092,2024-05-28,15,225
S00821,P0100,2024-03-31,19,2353
S00822,P0025,2024-06-26,16,1186
S00823,P0063,2024-02-29,6,6405
S00824,P0080,2024-03-04,15,6033
S00825,P0055,2024-04-12,6,4044
S00826,P0049,2024-01-24,16,4516
S00827,P0095,2024-04-06,17,4846
S00828,P0091,2024-06-05,1,1590
S00829,P0097,2024-01-11,1,464
S00830,P0051,2024-02-22,7,2052
S00831,P0078,2024-01-05,14,2133
S00832,P0008,2024-05-17,18,4196
S00833,P0023,2024-06-06,3,1421
S00834,P0086,2024-02-03,8,4783
S00835,P0020,2024-04-02,7,2741
S00836,P0062,2024-05-13,11,3648
S00837,P0047,2024-03-30,19,1911
S00838,P0097,2024-04-10,16,3268
S00839,P0054,2024-03-18,4,1098
S00840,P0081,2024-05-28,4,5061
S00841,P0017,2024-01-02,11,1966
S00842,P0047,2024-06-21,14,6143
S00843,P0095,2024-06-02,2,2281
S00844,P0053,2024-03-14,18,5113
S00845,P0088,2024-02-14,11,2946
S00846,P0015,2024-06-12,16,1269
S00847,P0054,2024-02-13,3,2119
S00848,P0053,2024-06-19,14,3051
S00849,P0023,2024-01-17,10,3892
S00850,P0038,2024-02-20,18,2847
S00851,P0094,2024-03-16,19,2128
S00852,P0069,2024-02-13,18,523
S00853,P0057,2024-03-16,14,6570
S00854,P0069,2024-06-04,3,5310
S00855,P0096,2024-06-15,18,2215
S00856,P0010,2024-02-24,13,5872
S00857,P0083,2024-04-15,6,6648
S00858,P0060,2024-01-16,7,4025
S00859,P0013,2024-06-17,3,5895
S00860,P0025,2024-05-04,8,2356
S00861,P0093,2024-03-10,13,3012
S00862,P0032,2024-03-26,16,4655
S00863,P0040,2024-02-27,19,910
S00864,P0066,2024-01-30,12,4069
S00865,P0021,2024-01-06,2,744
S00866,P0099,2024-03-05,3,3736
S00867,P0074,2024-03-30,8,4952
S00868,P0084,2024-05-23,11,5701
S00869,P0077,2024-01-08,18,4847
S00870,P0016,2024-02-16,11,2868
S00871,P0062,2024-06-21,12,6658
S00872,P0008,2024-05-19,1,1060
S00873,P0009,2024-04-01,3,4116
S00874,P0073,2024-03-23,13,3538
S00875,P0057,2024-03-15,19,4514
S00876,P0079,2024-03-01,3,3553
S00877,P0096,2024-04-18,10,899
S00878,P0070,2024-06-20,11,3670
S00879,P0018,2024-01-05,13,3691
S00880,P0097,2024-02-07,9,3406
S00881,P0054,2024-02-03,5,5831
S00882,P0016,2024-06-02,3,1499
S00883,P0017,2024-04-16,15,4548
S00884,P0003,2024-05-15,17,2519
S00885,P0080,2024-04-28,14,5507
S00886,P0090,2024-01-07,15,280
S00887,P0037,2024-06-10,17,1394
S00888,P0079,2024-03-01,17,5879
S00889,P0094,2024-02-07,16,6561
S00890,P0022,2024-03-22,17,2314
S00891,P0020,2024-05-26,19,1573
S00892,P0044,2024-05-29,18,4324
S00893,P0070,2024-03-31,4,3011
S00894,P0086,2024-04-25,7,555
S00895,P0013,2024-02-13,13,4057
S00896,P0021,2024-01-14,15,2039
S00897,P0011,2024-03-20,9,556
S00898,P0056,2024-01-09,2,4119
S00899,P0009,2024-03-10,9,3974
S00900,P0007,2024-04-20,19,5762
S00901,P0002,2024-02-11,14,3664
S00902,P0027,2024-05-27,15,2104
S00903,P0063,2024-01-14,14,2172
S00904,P0014,2024-06-13,12,1714
S00905,P0085,2024-01-07,15,1609
S00906,P0061,2024-03-27,13,1745
S00907,P0099,2024-03-20,17,3896
S00908,P0043,2024-03-03,13,2140
S00909,P0085,2024-03-13,1,5541
S00910,P0007,2024-05-28,12,1093
S00911,P0016,2024-02-23,5,4566
S00912,P0039,2024-04-25,13,6802
S00913,P0046,2024-03-25,4,2245
S00914,P0052,2024-02-12,19,4981
S00915,P0009,2024-01-20,11,3667
S00916,P0094,2024-04-30,9,6595
S00917,P0031,2024-03-29,19,2518
S00918,P0009,2024-02-08,6,2629
S00919,P0015,2024-01-24,9,6610
S00920,P0006,2024-06-02,10,3036
S00921,P0085,2024-03-02,17,3998
S00922,P0043,2024-01-06,6,615
S00923,P0026,2024-01-26,12,6433
S00924,P0100,2024-06-06,3,2317
S00925,P0072,2024-03-24,12,3290
S00926,P0069,2024-06-13,3,1048
S00927,P0050,2024-02-15,12,6233
S00928,P0041,2024-06-25,15,1136
S00929,P0047,2024-04-03,14,2836
S00930,P0061,2024-06-06,8,6304
S00931,P0052,2024-02-13,6,703
S00932,P0063,2024-03-12,10,3102
S00933,P0080,2024-02-20,13,3358
S00934,P0047,2024-01-02,2,586
S00935,P0098,2024-01-13,1,3060
S00936,P0048,2024-05-27,11,1340
S00937,P0075,2024-05-05,19,2188
S00938,P0063,2024-04-23,1,2102
S00939,P0069,2024-06-03,1,1859
S00940,P0013,2024-06-09,8,6013
S00941,P0007,2024-03-09,15,1733
S00942,P0082,2024-04-05,5,3685
S00943,P0079,2024-06-16,1,2416
S00944,P0012,2024-01-09,15,6353
S00945,P0071,2024-04-20,9,1350
S00946,P0015,2024-06-06,10,5045
S00947,P0068,2024-01-30,12,4202
S00948,P0019,2024-01-02,19,4959
S00949,P0061,2024-02-03,1,3547
S00950,P0013,2024-05-23,5,5429
S00951,P0072,2024-02-18,7,2876
S00952,P0074,2024-04-11,7,1449
S00953,P0081,2024-01-04,13,2886
S00954,P0022,2024-03-20,2,2012
S00955,P0009,2024-01-29,13,5332
S00956,P0017,2024-06-05,12,857
S00957,P0085,2024-02-29,17,3734
S00958,P0094,2024-03-04,4,3160
S00959,P0080,2024-05-23,6,4876
S00960,P0055,2024-03-26,19,6421
S00961,P0017,2024-01-20,7,3472
S00962,P0079,2024-03-21,5,6672
S00963,P0021,2024-01-14,2,4733
S00964,P0096,2024-03-16,3,1970
S00965,P0045,2024-01-28,10,4534
S00966,P0062,2024-01-20,16,5156
S00967,P0019,2024-05-21,13,950
S00968,P0037,2024-06-03,19,4423
S00969,P0070,2024-06-28,6,3687
S00970,P0005,2024-05-12,14,5199
S00971,P0038,2024-06-21,10,4065
S00972,P0016,2024-02-14,6,2589
S00973,P0037,2024-06-13,19,2061
S00974,P0064,2024-03-22,16,3953
S00975,P0043,2024-04-14,13,4684
S00976,P0057,2024-01-25,4,4772
S00977,P0011,2024-04-16,14,6957
S00978,P0082,2024-04-10,16,1654
S00979,P0004,2024-06-18,10,3693
S00980,P0048,2024-02-29,11,6448
S00981,P0084,2024-06-17,19,5537
S00982,P0023,2024-02-06,19,5286
S00983,P0077,2024-01-31,2,6358
S00984,P0047,2024-05-24,17,6747
S00985,P0075,2024-05-01,1,876
S00986,P0094,2024-04-22,6,279
S00987,P0079,2024-04-18,1,5685
S00988,P0037,2024-03-20,7,2541
S00989,P0013,2024-02-15,9,1401
S00990,P0007,2024-01-24,8,5630
S00991,P0075,2024-04-24,11,783
S00992,P0002,2024-03-30,10,1731
S00993,P0013,2024-04-02,7,5086
S00994,P0016,2024-03-20,4,1927
S00995,P0072,2024-04-25,17,6795
S00996,P0068,2024-05-09,4,903
S00997,P0064,2024-05-13,2,1468
S00998,P0099,2024-03-05,10,6572
S00999,P0029,2024-01-07,8,4266
S01000,P0019,2024-06-04,17,6198
S01001,P0060,2024-02-26,18,587
S01002,P0082,2024-05-11,6,2240
S01003,P0075,2024-05-08,15,5500
S01004,P0072,2024-05-04,7,3416
S01005,P0072,2024-05-23,3,5985
S01006,P0086,2024-05-31,11,5121
S01007,P0063,2024-03-21,8,4621
S01008,P0027,2024-05-13,6,4835
S01009,P0059,2024-02-13,10,809
S01010,P0037,2024-06-18,14,4018
S01011,P0006,2024-03-19,11,6443
S01012,P0009,2024-04-09,1,2574
S01013,P0090,2024-03-13,10,4028
S01014,P0002,2024-03-28,2,5721
S01015,P0052,2024-04-19,7,1755
S01016,P0081,2024-01-04,14,4631
S01017,P0016,2024-05-04,4,4834
S01018,P0044,2024-04-12,2,1551
S01019,P0051,2024-05-28,9,2519
S01020,P0099,2024-01-01,7,4728
S01021,P0030,2024-02-29,18,4938
S01022,P0062,2024-05-22,15,5615
S01023,P0078,2024-04-17,7,608
S01024,P0010,2024-05-03,5,572
S01025,P0005,2024-06-09,18,3763
S01026,P0082,2024-02-03,19,669
S01027,P0087,2024-02-04,13,4514
S01028,P0094,2024-03-24,12,3814
S01029,P0089,2024-05-03,12,670
S01030,P0014,2024-01-01,9,5260
S01031,P0058,2024-06-19,4,5821
S01032,P0098,2024-01-17,18,502
S01033,P0076,2024-05-16,16,807
S01034,P0084,2024-02-22,12,5500
S01035,P0036,2024-04-14,5,2164
S01036,P0009,2024-06-07,14,6196
S01037,P0054,2024-04-15,4,6924
S01038,P0001,2024-02-27,19,2818
S01039,P0097,2024-03-04,14,5542
S01040,P0007,2024-01-06,7,938
S01041,P0023,2024-05-22,18,4072
S01042,P0094,2024-01-17,16,2563
S01043,P0052,2024-03-24,11,5439
S01044,P0087,2024-05-11,4,1993
S01045,P0091,2024-05-19,9,2150
S01046,P0043,2024-03-03,9,5631
S01047,P0008,2024-02-03,11,3485
S01048,P0034,2024-06-27,7,5325
S01049,P0066,2024-04-24,9,6610
S01050,P0001,2024-02-24,11,6144
S01051,P0022,2024-01-17,16,3107
S01052,P0093,2024-02-26,6,6521
S01053,P0059,2024-05-31,7,3819
S01054,P0002,2024-01-01,1,3760
S01055,P0057,2024-05-25,3,3412
S01056,P0028,2024-01-17,5,6933
S01057,P0024,2024-02-17,15,2424
S01058,P0069,2024-05-16,14,6822
S01059,P0032,2024-02-20,2,6890
S01060,P0028,2024-04-27,6,6120
S01061,P0024,2024-01-24,14,4416
S01062,P0085,2024-05-18,16,5591
S01063,P0065,2024-05-14,6,3423
S01064,P0074,2024-02-21,13,3360
S01065,P0099,2024-04-02,3,2842
S01066,P0025,2024-02-15,8,4147
S01067,P0012,2024-01-21,9,5448
S01068,P0075,2024-01-19,9,5968
S01069,P0067,2024-04-13,4,3367
S01070,P0086,2024-02-01,11,2585
S01071,P0080,2024-06-24,12,3320
S01072,P0020,2024-06-02,19,5651
S01073,P0061,2024-04-19,11,5224
S01074,P0036,2024-04-12,6,5503
S01075,P0077,2024-02-13,1,5053
S01076,P0003,2024-05-02,16,4546
S01077,P0090,2024-02-10,16,2048
S01078,P0087,2024-01-03,11,2758
S01079,P0089,2024-02-11,6,3084
S01080,P0009,2024-01-21,15,2138
S01081,P0045,2024-06-03,8,3902
S01082,P0042,2024-02-06,14,3051
S01083,P0075,2024-06-16,6,2207
S01084,P0070,2024-03-26,15,5460
S01085,P0003,2024-03-19,13,4321
S01086,P0072,2024-01-06,1,1950
S01087,P0082,2024-01-02,17,3702
S01088,P0037,2024-01-02,12,4444
S01089,P0019,2024-02-01,19,6076
S01090,P0047,2024-02-16,6,4929
S01091,P0003,2024-06-13,19,778
S01092,P0025,2024-02-24,13,3496
S01093,P0008,2024-02-01,5,4297
S01094,P0017,2024-01-16,16,988
S01095,P0048,2024-01-21,4,1839
S01096,P0049,2024-01-16,18,4621
S01097,P0027,2024-06-10,19,2355
S01098,P0081,2024-02-12,9,4206
S01099,P0011,2024-01-02,13,6523
S01100,P0049,2024-04-04,14,3388
S01101,P0062,2024-05-25,5,5025
S01102,P0003,2024-03-01,1,4438
S01103,P0073,2024-05-21,4,5707
S01104,P0080,2024-02-22,1,2584
S01105,P0096,2024-02-02,3,5746
S01106,P0040,2024-01-24,6,4080
S01107,P0078,2024-06-15,6,6948
S01108,P0044,2024-04-28,5,4746
S01109,P0075,2024-05-07,12,3236
S01110,P0020,2024-04-19,1,325
S01111,P0021,2024-04-28,14,4617
S01112,P0033,2024-01-30,9,5678
S01113,P0031,2024-01-02,14,4201
S01114,P0058,2024-06-20,9,998
S01115,P0031,2024-02-13,17,6711
S01116,P0052,2024-05-10,17,2409
S01117,P0018,2024-06-26,10,2506
S01118,P0088,2024-06-18,14,1356
S01119,P0064,2024-05-22,6,4950
S01120,P0035,2024-03-23,9,3754
S01121,P0078,2024-03-21,1,5717
S01122,P0074,2024-01-24,3,5105
S01123,P0009,2024-05-04,15,3419
S01124,P0088,2024-01-26,19,4818
S01125,P0051,2024-02-25,11,1075
S01126,P0100,2024-06-21,15,289
S01127,P0085,2024-05-08,11,3914
S01128,P0054,2024-02-28,19,3821
S01129,P0064,2024-03-31,9,3176
S01130,P0033,2024-05-12,3,658
S01131,P0093,2024-05-09,7,6580
S01132,P0082,2024-02-26,11,6520
S01133,P0086,2024-05-30,13,3448
S01134,P0008,2024-03-30,10,459
S01135,P0072,2024-05-16,13,5776
S01136,P0022,2024-04-16,15,2781
S01137,P0068,2024-06-07,11,3680
S01138,P0033,2024-02-25,4,5306
S01139,P0018,2024-03-17,19,1744
S01140,P0075,2024-04-12,16,6230
S01141,P0066,2024-05-05,8,6392
S01142,P0026,2024-02-12,6,2824
S01143,P0092,2024-02-26,9,6231
S01144,P0006,2024-05-31,7,6209
S01145,P0043,2024-04-20,2,620
S01146,P0016,2024-01-02,3,2850
S01147,P0027,2024-05-17,1,2557
S01148,P0081,2024-03-14,15,1014
S01149,P0029,2024-05-08,18,446
S01150,P0036,2024-05-13,17,2732
S01151,P0064,2024-05-28,13,774
S01152,P0030,2024-03-22,15,4351
S01153,P0079,2024-02-14,7,5024
S01154,P0045,2024-06-05,4,6353
S01155,P0008,2024-03-23,8,6891
S01156,P0062,2024-03-19,2,777
S01157,P0054,2024-05-11,5,555
S01158,P0024,2024-04-04,13,6253
S01159,P0083,2024-01-03,8,317
S01160,P0078,2024-05-11,18,6263
S01161,P0069,2024-03-26,9,2913
S01162,P0031,2024-01-09,4,3925
S01163,P0051,2024-01-22,17,710
S01164,P0024,2024-03-05,16,1061
S01165,P0013,2024-04-26,15,4630
S01166,P0091,2024-05-21,1,280
S01167,P0069,2024-06-11,10,570
S01168,P0007,2024-06-10,3,1355
S01169,P0016,2024-06-17,14,6522
S01170,P0019,2024-06-06,13,3647
S01171,P0021,2024-01-19,13,5795
S01172,P0083,2024-05-01,10,1734
S01173,P0049,2024-05-02,17,6574
S01174,P0029,2024-04-10,3,1394
S01175,P0007,2024-05-20,18,6133
S01176,P0035,2024-05-08,15,1311
S01177,P0046,2024-03-05,12,5643
S01178,P0081,2024-01-30,13,425
S01179,P0012,2024-06-20,17,3128
S01180,P0034,2024-04-16,15,6766
S01181,P0091,2024-02-15,16,1398
S01182,P0100,2024-05-25,7,4957
S01183,P0057,2024-01-03,3,401
S01184,P0041,2024-06-26,3,6769
S01185,P0067,2024-02-26,16,5507
S01186,P0074,2024-05-25,9,6977
S01187,P0071,2024-06-17,16,6423
S01188,P0078,2024-06-14,18,6889
S01189,P0044,2024-06-18,10,1008
S01190,P0048,2024-03-28,5,5383
S01191,P0076,2024-06-10,7,1603
S01192,P0067,2024-02-29,12,473
S01193,P0019,2024-06-03,8,1594
S01194,P0072,2024-02-29,17,6200
S01195,P0063,2024-04-22,2,5475
S01196,P0097,2024-05-08,4,5601
S01197,P0089,2024-02-22,1,4437
S01198,P0016,2024-05-07,9,1009
S01199,P0023,2024-02-08,14,3503
S01200,P0035,2024-05-20,18,1760
S01201,P0050,2024-02-22,2,583
S01202,P0003,2024-02-12,17,659
S01203,P0092,2024-03-14,14,4670
S01204,P0055,2024-03-30,16,1238
S01205,P0089,2024-04-02,9,2551
S01206,P0076,2024-05-05,11,2456
S01207,P0011,2024-06-08,14,2596
S01208,P0052,2024-06-24,7,4019
S01209,P0037,2024-03-25,12,1306
S01210,P0024,2024-03-01,14,6378
S01211,P0043,2024-05-18,19,1723
S01212,P0051,2024-05-12,11,5476
S01213,P0089,2024-02-06,7,3873
S01214,P0026,2024-05-31,18,490
S01215,P0089,2024-05-27,2,2050
S01216,P0077,2024-05-05,11,2412
S01217,P0031,2024-03-19,9,1282
S01218,P0091,2024-03-07,13,1000
S01219,P0054,2024-04-23,7,3836
S01220,P0009,2024-04-07,6,3510
S01221,P0019,2024-06-07,2,5429
S01222,P0029,2024-01-12,4,6953
S01223,P0034,2024-03-03,16,5328
S01224,P0035,2024-05-12,7,4749
S01225,P0056,2024-05-02,7,627
S01226,P0017,2024-06-28,12,609
S01227,P0033,2024-01-28,12,6283
S01228,P0092,2024-04-19,17,1771
S01229,P0038,2024-06-05,7,2559
S01230,P0013,2024-02-28,17,5685
S01231,P0039,2024-06-17,17,4384
S01232,P0037,2024-03-05,13,3588
S01233,P0093,2024-05-19,11,4395
S01234,P0028,2024-03-14,7,6918
S01235,P0005,2024-06-06,11,6878
S01236,P0072,2024-06-07,12,152
S01237,P0067,2024-05-18,13,5053
S01238,P0096,2024-03-29,18,2930
S01239,P0094,2024-06-10,11,3176
S01240,P0090,2024-04-04,12,2891
S01241,P0003,2024-06-07,12,5127
S01242,P0065,2024-05-09,1,4773
S01243,P0093,2024-01-07,18,1076
S01244,P0058,2024-02-14,17,2418
S01245,P0052,2024-05-13,12,5313
S01246,P0031,2024-04-19,9,2866
S01247,P0036,2024-03-31,16,6333
S01248,P0069,2024-04-09,2,6655
S01249,P0054,2024-01-14,11,2212
S01250,P0020,2024-03-02,10,245
S01251,P0099,2024-01-20,4,4910
S01252,P0076,2024-05-10,7,1150
S01253,P0027,2024-03-29,18,2851
S01254,P0021,2024-01-28,12,3196
S01255,P0070,2024-02-29,3,1547
S01256,P0098,2024-04-06,18,1067
S01257,P0080,2024-06-28,19,6462
S01258,P0036,2024-06-23,4,4068
S01259,P0054,2024-02-09,2,3144
S01260,P0044,2024-01-09,10,1740
S01261,P0092,2024-03-15,11,4925
S01262,P0016,2024-02-05,2,4169
S01263,P0031,2024-04-26,12,1668
S01264,P0051,2024-06-21,1,5444
S01265,P0072,2024-03-22,16,4919
S01266,P0041,2024-01-19,16,1364
S01267,P0100,2024-02-04,1,2042
S01268,P0049,2024-05-04,18,4833
S01269,P0042,2024-04-25,17,3547
S01270,P0038,2024-03-18,9,931
S01271,P0011,2024-03-25,14,4235
S01272,P0024,2024-06-01,10,751
S01273,P0018,2024-05-09,3,6323
S01274,P0060,2024-01-03,12,1226
S01275,P0005,2024-02-10,12,4914
S01276,P0023,2024-06-03,12,1116
S01277,P0072,2024-02-26,9,2823
S01278,P0087,2024-04-23,8,3092
S01279,P0082,2024-03-23,18,1593
S01280,P0068,2024-06-26,9,975
S01281,P0071,2024-04-17,7,3670
S01282,P0022,2024-01-10,10,1798
S01283,P0066,2024-05-17,17,152
S01284,P0038,2024-06-10,8,5247
S01285,P0044,2024-01-26,9,1842
S01286,P0023,2024-01-01,11,2468
S01287,P0001,2024-05-10,8,4631
S01288,P0006,2024-03-06,10,605
S01289,P0027,2024-06-06,10,617
S01290,P0094,2024-03-20,17,6898
S01291,P0076,2024-06-09,18,3464
S01292,P0096,2024-04-26,8,3824
S01293,P0087,2024-01-07,6,3852
S01294,P0082,2024-01-02,3,3119
S01295,P0007,2024-06-20,3,774
S01296,P0056,2024-04-30,4,3044
S01297,P0052,2024-01-04,6,3832
S01298,P0078,2024-06-16,12,4420
S01299,P0016,2024-01-03,2,3429
S01300,P0046,2024-01-28,7,4462
S01301,P0048,2024-03-20,9,3034
S01302,P0061,2024-03-29,15,1640
S01303,P0054,2024-03-15,15,3129
S01304,P0100,2024-05-30,2,4089
S01305,P0076,2024-04-02,15,2361
S01306,P0003,2024-03-18,11,6104
S01307,P0019,2024-06-26,16,3207
S01308,P0024,2024-05-11,14,4604
S01309,P0005,2024-05-12,17,3965
S01310,P0057,2024-03-27,14,5933
S01311,P0095,2024-05-04,1,1356
S01312,P0092,2024-02-25,1,6223
S01313,P0079,2024-05-12,18,4847
S01314,P0048,2024-05-10,12,6456
S01315,P0071,2024-02-25,13,1627
S01316,P0032,2024-04-02,4,1212
S01317,P0029,2024-02-07,17,6667
S01318,P0087,2024-01-20,15,4243
S01319,P0092,2024-05-05,14,4291
S01320,P0049,2024-02-20,3,6969
S01321,P0097,2024-03-26,10,4766
S01322,P0057,2024-06-26,18,6031
S01323,P0030,2024-03-05,6,1627
S01324,P0096,2024-03-08,3,6352
S01325,P0020,2024-01-01,4,2732
S01326,P0098,2024-02-26,14,6383
S01327,P0009,2024-03-17,1,3635
S01328,P0055,2024-05-15,14,5210
S01329,P0047,2024-04-11,3,5969
S01330,P0067,2024-02-22,3,4027
S01331,P0022,2024-01-30,10,438
S01332,P0047,2024-05-28,13,2532
S01333,P0003,2024-01-19,19,726
S01334,P0043,2024-06-24,10,2223
S01335,P0052,2024-04-12,19,4853
S01336,P0040,2024-04-02,7,899
S01337,P0033,2024-02-09,16,6719
S01338,P0029,2024-06-18,3,3701
S01339,P0074,2024-03-16,8,3560
S01340,P0093,2024-04-19,2,6389
S01341,P0009,2024-06-02,1,6940
S01342,P0073,2024-04-24,11,3043
S01343,P0008,2024-02-16,17,1923
S01344,P0034,2024-03-13,16,5493
S01345,P0091,2024-02-16,13,1808
S01346,P0019,2024-06-23,19,701
S01347,P0023,2024-04-15,10,6539
S01348,P0042,2024-01-25,3,5735
S01349,P0035,2024-03-14,14,3702
S01350,P0078,2024-03-23,8,2154
S01351,P0050,2024-06-07,2,4143
S01352,P0040,2024-02-21,19,6751
S01353,P0098,2024-02-07,2,705
S01354,P0023,2024-05-02,7,1342
S01355,P0079,2024-04-25,15,4345
S01356,P0035,2024-04-14,9,3013
S01357,P0074,2024-02-04,11,4027
S01358,P0024,2024-04-16,15,6904
S01359,P0039,2024-02-04,5,3678
S01360,P0041,2024-02-17,10,1149
S01361,P0059,2024-03-14,17,4828
S01362,P0039,2024-03-23,7,6404
S01363,P0059,2024-03-19,3,2237
S01364,P0028,2024-02-09,8,4362
S01365,P0015,2024-05-30,3,5801
S01366,P0019,2024-01-14,12,5074
S01367,P0073,2024-03-14,1,959
S01368,P0040,2024-05-17,1,1721
S01369,P0033,2024-03-18,3,3769
S01370,P0060,2024-03-10,19,3117
S01371,P0008,2024-04-14,7,2336
S01372,P0071,2024-01-22,8,1619
S01373,P0031,2024-01-27,10,3769
S01374,P0095,2024-04-02,6,5066
S01375,P0025,2024-01-11,14,3705
S01376,P0097,2024-03-14,15,2659
S01377,P0031,2024-04-23,11,5390
S01378,P0003,2024-01-19,4,3758
S01379,P0073,2024-02-09,11,6329
S01380,P0095,2024-01-14,10,5786
S01381,P0021,2024-05-30,18,3146
S01382,P0020,2024-02-16,1,4828
S01383,P0041,2024-05-09,5,3630
S01384,P0073,2024-04-12,4,5001
S01385,P0053,2024-01-22,18,5948
S01386,P0073,2024-03-01,12,2164
S01387,P0074,2024-05-26,7,3209
S01388,P0030,2024-05-15,13,5545
S01389,P0044,2024-05-01,10,6698
S01390,P0032,2024-01-13,7,2686
S01391,P0023,2024-06-25,5,946
S01392,P0072,2024-04-22,1,4249
S01393,P0035,2024-03-30,13,4501
S01394,P0058,2024-02-03,8,6068
S01395,P0090,2024-04-08,4,6905
S01396,P0014,2024-06-02,12,5845
S01397,P0095,2024-02-24,2,3165
S01398,P0011,2024-03-15,1,3031
S01399,P0069,2024-06-03,8,2638
S01400,P0036,2024-04-30,5,1848
S01401,P0074,2024-03-17,4,987
S01402,P0098,2024-01-02,12,2276
S01403,P0066,2024-01-29,19,1736
S01404,P0056,2024-06-03,7,5988
S01405,P0077,2024-01-10,5,6136
